Station,Quarter,DO,Temperature,pH,Salinity,NH3,PO4,BOD5,TSS,Coliform,Alkalinity,Transparency,H2S,COD,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr,Alkalinity_source,Transparency_source
PM1,2019-07-01,5.266666666666667,30.5,8.466666666666667,27.03333333333333,0.0028333333333333335,0.004,1.1666666666666667,5.8999999999999995,29.0,86.38764317502603,54.116250142390754,0.02485669988969978,56.42121123940837,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2019-10-01,6.433333333333333,24.666666666666668,8.1,33.06666666666666,0.001,0.006333333333333333,0.9,5.933333333333334,0.5,58.57142890550934,33.08496715107197,0.06,49.02424017615048,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2020-01-01,8.0,21.1,8.4,32.6,0.003,0.005,1.3,8.6,0.5,112.63748386780809,21.976041091098626,0.06,130.64447550421323,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2020-04-01,5.666666666666667,27.46666666666667,7.833333333333333,31.03333333333333,0.0018333333333333333,0.007666666666666666,0.7000000000000001,4.716666666666666,1.6666666666666667,108.76221996892636,30.88375091101267,0.04659533349637574,74.86496945119802,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2020-07-01,5.7,29.5,8.05,32.15,0.00125,0.007,1.15,3.0,0.5,106.40560656539287,23.486442722476788,0.03844472648772178,74.06795847679798,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2020-10-01,6.7,24.55,8.0,33.15,0.001,0.012,1.15,5.6,3.0,127.79506219103376,26.49088636838478,0.034678356100385,53.02883782410239,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2021-01-01,5.3,21.05,7.9,32.55,0.0005,0.005,0.9,4.0,4.75,170.03318804840973,29.916738468930852,0.026517305449979232,71.25071651818119,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2021-04-01,4.3999999999999995,28.03333333333333,7.5,33.36666666666667,0.0005,0.006333333333333333,0.9333333333333332,3.1666666666666665,2.5,109.39175481078959,24.287540795547862,0.03852071454254398,51.861402932996995,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2021-07-01,4.6000000000000005,28.366666666666664,7.6000000000000005,29.333333333333332,0.0015000000000000002,0.004,0.7000000000000001,3.6666666666666665,1364.0,125.9655049552477,25.5450342240409,0.04112379995810151,155.85737105500658,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2021-10-01,6.3,24.0,7.833333333333333,33.1,0.001,0.005666666666666667,0.6,4.833333333333333,0.6666666666666666,145.44046833107276,33.94107977036107,0.023870939647301945,109.33133955151746,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2022-01-01,6.75,18.35,7.550000000000001,33.3,0.0005,0.0055,1.2,2.7,2.75,139.3950024279462,35.5686999411188,0.042279765279068786,66.94538504432788,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2022-04-01,6.5,25.2,8.0,31.5,0.0011666666666666668,0.0016666666666666668,0.7666666666666666,2.1333333333333333,1.3333333333333333,98.49517664432554,20.595179283230106,0.035402181875775984,66.40634135927192,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2022-07-01,5.466666666666666,30.166666666666668,7.833333333333333,30.366666666666664,0.0005,0.001,1.2,3.1666666666666665,6.5,123.37319930899126,37.78538734160093,0.018747558838148055,77.53239062018976,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2022-10-01,6.033333333333334,24.233333333333334,7.833333333333333,32.800000000000004,0.0011666666666666668,0.005333333333333333,0.7666666666666666,3.033333333333333,82.66666666666667,139.16389370591688,29.149872642787727,0.02741252157337655,73.47556254992357,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2023-01-01,7.033333333333334,19.1,7.3,33.03333333333333,0.0005,0.016999999999999998,0.7666666666666667,4.066666666666666,13.666666666666666,80.50770318712279,42.09362367536895,0.03223530420696749,43.54021968482686,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2023-04-01,8.566666666666666,27.3,7.966666666666666,32.93333333333333,0.0006666666666666666,0.006333333333333334,1.0,3.8333333333333335,2.8333333333333335,164.2238653778778,42.94746057127986,0.06,25.908581072891234,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2023-07-01,6.8,27.333333333333332,8.033333333333333,32.76666666666667,0.0011666666666666668,0.0016666666666666668,1.1,3.033333333333333,16.333333333333332,170.10561168249387,27.611742391817216,0.04583153198342136,47.52541561188405,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2023-10-01,6.333333333333333,24.53333333333333,7.966666666666666,32.63333333333333,0.0005,0.0023333333333333335,0.16666666666666666,5.633333333333333,1.8333333333333333,94.70269105944271,40.6305580764393,0.023073065967332093,68.6702030919385,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2024-01-01,7.066666666666666,18.333333333333332,8.1,33.86666666666667,0.0005,0.001,0.43333333333333335,4.566666666666666,64.33333333333333,126.7784506421859,25.04707293278068,0.04467407843556847,49.116338604764756,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2024-04-01,6.066666666666666,27.366666666666664,8.233333333333333,29.7,0.0015000000000000002,0.001,1.2333333333333334,1.9000000000000001,97.83333333333333,142.4797389834861,51.47462663413571,0.02136663622422262,115.65780988152932,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2024-07-01,6.466666666666666,30.833333333333332,8.166666666666666,29.0,0.0015000000000000002,0.002,1.3666666666666665,5.0,7.0,100.90350452849366,25.364871539510073,0.05546880182655635,64.97260862139677,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM1,2024-10-01,6.566666666666666,25.433333333333334,7.8999999999999995,32.46666666666667,0.0005,0.0016666666666666668,0.8666666666666667,3.266666666666667,2.0,136.8564845990833,37.239742602811766,0.031569708972183204,206.53408643602256,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1993-10-01,7.366666666666667,21.7,8.333333333333334,32.199999999999996,0.001,0.02,0.45,1.15,0.75,125.7139469202258,31.100807495964887,0.03620242819941508,54.11861209261186,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1994-01-01,7.8999999999999995,17.2,8.4,32.199999999999996,0.001,0.019333333333333334,0.6333333333333333,0.9,2.0,68.62286378264197,23.588746703472854,0.06,79.63026540854638,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1994-04-01,5.833333333333333,24.166666666666668,8.266666666666667,33.43333333333333,0.0016666666666666668,0.013666666666666667,0.7333333333333334,0.6666666666666666,0.5,136.07064605924953,44.706642804041266,0.023481023170136558,62.87357939860105,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1994-07-01,5.333333333333333,25.266666666666666,8.1,33.43333333333333,0.0023333333333333335,0.023000000000000003,0.9,1.9000000000000001,2.5,81.49501543051375,26.97852747574686,0.022562928583299106,93.86691035783844,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1994-10-01,6.633333333333333,24.133333333333336,8.366666666666667,32.833333333333336,0.005,0.02666666666666667,0.3333333333333333,3.6999999999999997,1.3333333333333333,152.87209980817164,20.0,0.03030763415101009,132.44442466509963,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1995-01-01,7.766666666666667,16.633333333333336,8.166666666666666,32.56666666666667,0.0013333333333333333,0.028999999999999998,1.1666666666666667,7.566666666666666,0.6666666666666666,96.5076123703139,20.0,0.0545843475222355,102.98203210296012,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1995-04-01,6.933333333333334,23.900000000000002,8.133333333333333,33.5,0.002,0.016333333333333335,0.6666666666666666,1.7,0.5,114.35500982185992,24.73103963497047,0.021584424180323115,24.120498805182166,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1995-07-01,5.8,25.333333333333332,8.233333333333333,32.9,0.0030000000000000005,0.015666666666666666,0.9,2.033333333333333,3.0,168.02976197063012,52.37730331298321,0.013406914389556943,97.02065420253611,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1995-10-01,5.966666666666666,22.599999999999998,8.366666666666667,33.4,0.0013333333333333333,0.023999999999999997,0.4000000000000001,1.5666666666666664,1.8333333333333333,137.37335762850958,50.354012244738875,0.03179917567349398,42.26743881853308,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1996-01-01,6.3999999999999995,18.599999999999998,8.299999999999999,34.36666666666667,0.0030000000000000005,0.012333333333333335,0.3333333333333333,3.4666666666666663,1.3333333333333333,82.21841281489091,26.055127794587033,0.04575159841083894,62.15473190290227,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1996-04-01,6.3,22.7,8.2,34.03333333333333,0.001,0.016,0.43333333333333335,2.5333333333333337,1.1666666666666667,84.47792002203207,29.222642804719094,0.057885544347013054,107.6764667394972,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1996-07-01,5.3999999999999995,25.0,7.966666666666666,33.43333333333333,0.001,0.009,0.6666666666666666,1.0999999999999999,0.5,99.02440239816961,28.354542533554344,0.03166103181442717,39.810531998896415,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1996-10-01,6.766666666666667,25.733333333333334,8.166666666666666,31.433333333333337,0.0013333333333333333,0.017333333333333333,2.966666666666667,2.3666666666666667,0.6666666666666666,133.8125429174833,21.22635660450868,0.03226079215562591,139.18046551613472,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1997-01-01,8.333333333333334,17.333333333333332,8.266666666666667,32.300000000000004,0.0030000000000000005,0.011333333333333334,0.7333333333333334,1.1333333333333333,0.6666666666666666,132.5404935226469,24.13010497570288,0.056920237469874506,60.681432111410054,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1997-04-01,6.066666666666666,22.2,8.066666666666666,32.96666666666667,0.0016666666666666668,0.011333333333333334,0.6666666666666666,1.4333333333333333,0.5,90.49141933679958,45.91859366542163,0.019008216837096564,220.0,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1997-07-01,7.2,27.599999999999998,8.333333333333334,29.96666666666667,0.0033333333333333335,0.006333333333333333,0.6666666666666666,0.8333333333333334,2.6666666666666665,79.14766800349743,39.16417566593935,0.03252995523963178,76.53688673674473,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1997-10-01,6.433333333333334,23.7,8.233333333333333,32.800000000000004,0.0036666666666666666,0.014333333333333335,0.5,3.1,2.3333333333333335,129.85541917800418,36.26378340880567,0.04013162192759685,188.28156121021183,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1998-01-01,7.833333333333333,17.233333333333334,8.200000000000001,32.86666666666667,0.0026666666666666666,0.02,0.3666666666666667,1.3166666666666667,0.5,113.63489769734433,21.214227886638064,0.04408142220173215,142.41190150833938,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1998-04-01,6.366666666666667,25.733333333333334,8.2,33.06666666666666,0.0023333333333333335,0.01,0.7333333333333334,0.7999999999999999,33.666666666666664,195.50255606067083,34.23848373684637,0.031129837704043213,52.66189846944657,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1998-07-01,5.266666666666667,24.599999999999998,8.066666666666666,33.6,0.001,0.011666666666666667,0.9333333333333332,1.1666666666666667,2.6666666666666665,121.28112797970776,20.0,0.037924002398223244,36.01984727745994,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1998-10-01,6.266666666666667,23.96666666666667,8.133333333333333,31.400000000000002,0.002,0.009666666666666665,0.3333333333333333,2.3333333333333335,0.6666666666666666,183.49884896950962,43.84885398295842,0.015187746609340587,78.45263357160475,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1999-01-01,7.166666666666667,17.533333333333335,8.299999999999999,32.266666666666666,0.002,0.008,0.39999999999999997,1.1666666666666667,1.0,79.0365740663481,36.08874098604547,0.029497981283349937,53.492758243896105,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1999-04-01,6.266666666666667,24.366666666666664,8.166666666666666,33.63333333333333,0.001,0.013333333333333334,0.4666666666666666,1.9333333333333333,0.5,64.93754711534025,21.143017390633055,0.04415007194050876,175.71183095659612,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1999-07-01,4.733333333333333,24.0,8.233333333333333,33.9,0.001,0.010666666666666666,0.6,1.2,5.5,80.79702036160629,56.750022245630696,0.026226734342932437,64.34295544658575,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,1999-10-01,7.033333333333334,24.366666666666664,7.966666666666666,31.566666666666666,0.001,0.014333333333333332,0.35000000000000003,2.0,0.6666666666666666,161.6195423508713,20.0,0.038263134640506916,62.475708851222606,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2000-01-01,7.7,15.799999999999999,7.966666666666666,31.066666666666666,0.001,0.019333333333333334,0.43333333333333335,0.9666666666666667,0.6666666666666666,181.4635556392737,39.510627226187005,0.04404392243565944,34.20103294199058,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2000-04-01,6.733333333333333,22.066666666666666,8.1,33.166666666666664,0.0013333333333333333,0.011333333333333334,0.31666666666666665,0.9166666666666666,1.6666666666666667,92.6237191116578,39.83951562632543,0.0330769558848474,92.8113888736716,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2000-07-01,6.766666666666667,26.166666666666668,8.200000000000001,32.9,0.0016666666666666668,0.008,0.6666666666666666,3.5333333333333328,91.16666666666667,103.88018895841549,21.90032700562598,0.03984210929350866,38.63573961789007,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2000-10-01,7.366666666666667,23.133333333333336,8.233333333333333,32.800000000000004,0.002,0.012333333333333333,0.5666666666666667,0.75,0.5,79.08566814256251,32.69295758079915,0.026413491097397896,94.00427895994055,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2001-01-01,7.966666666666666,17.5,8.366666666666667,31.96666666666667,0.002,0.011666666666666665,0.6999999999999998,1.3666666666666665,0.6666666666666666,56.592605350856445,20.0,0.034748841193592304,101.39770416945612,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2001-04-01,6.266666666666667,22.933333333333334,8.366666666666667,33.266666666666666,0.0033333333333333335,0.015,0.9666666666666667,0.9333333333333332,0.8333333333333334,145.14440942218204,20.0,0.046732402431029066,48.797480792110804,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2001-07-01,4.233333333333333,25.566666666666666,8.166666666666666,32.36666666666667,0.0013333333333333333,0.014,0.43333333333333335,1.25,3.3333333333333335,127.8057106036757,23.191218015093423,0.03964761490095756,124.72595393944218,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2001-10-01,5.3,24.666666666666668,8.166666666666666,32.0,0.0013333333333333333,0.013333333333333334,0.5,2.3333333333333335,2.5,120.36707939358564,26.956113551358587,0.030275418597155355,63.359097816011115,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2002-01-01,7.766666666666667,17.8,8.033333333333333,33.6,0.001,0.01,0.5666666666666667,0.9666666666666668,0.6666666666666666,70.99802119928171,41.040439050306865,0.040626571093651,32.812710883361355,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2002-04-01,6.6000000000000005,25.366666666666664,8.2,33.800000000000004,0.001,0.006333333333333333,0.4000000000000001,1.0,2.0,177.3984838640031,33.860544677949726,0.04853595871415613,172.41563375857817,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2002-07-01,5.466666666666666,25.53333333333333,8.166666666666666,32.8,0.0013333333333333333,0.004,0.5666666666666667,2.6333333333333333,1.0,102.38251416826844,34.156880405874674,0.017805488218105722,44.349045398855516,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2002-10-01,6.933333333333334,24.133333333333336,8.233333333333334,32.63333333333333,0.001,0.0036666666666666666,0.5333333333333333,2.6999999999999997,5.0,138.67692486857666,23.60820135591696,0.05702715118599841,97.40609616925109,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2003-01-01,6.566666666666666,17.233333333333334,8.266666666666667,32.666666666666664,0.001,0.007333333333333333,0.7000000000000001,0.7999999999999999,0.5,69.09035081643464,27.745815794086905,0.033152564099211294,93.14775172877432,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2003-04-01,5.966666666666666,23.7,8.166666666666666,33.699999999999996,0.001,0.005666666666666667,0.6333333333333333,1.3333333333333333,0.6666666666666666,113.33161836329869,24.28266678269016,0.043703630525772405,91.2909419425105,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2003-07-01,4.833333333333333,25.3,8.299999999999999,34.06666666666667,0.0013333333333333333,0.009,0.5333333333333333,2.0,1.1666666666666667,130.19810596835043,22.00788964928273,0.05782227638127569,90.42529622585984,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2003-10-01,6.133333333333333,24.666666666666668,8.233333333333333,33.333333333333336,0.001,0.007666666666666666,0.43333333333333335,2.1666666666666665,0.5,131.44763263186576,27.162923616799947,0.022772139255959452,43.22403904642815,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2004-01-01,7.3,17.666666666666668,8.133333333333333,33.699999999999996,0.001,0.009,1.5499999999999998,2.0,0.6666666666666666,125.41269901328188,33.94083519287655,0.02895527819630391,186.83806531780007,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2004-04-01,6.433333333333334,25.400000000000002,8.166666666666666,34.1,0.001,0.008,0.3,0.48333333333333334,0.6666666666666666,137.30828722170705,27.354311190387598,0.033731249490060636,124.70326467930212,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2004-07-01,7.066666666666666,24.8,8.133333333333333,34.1,0.002,0.008,1.3666666666666665,1.0666666666666667,1.0,80.43178403884636,29.723266236346017,0.02818519359051169,95.7060200761879,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2004-10-01,6.166666666666667,24.599999999999998,8.166666666666666,33.0,0.0013333333333333333,0.006333333333333333,0.5333333333333333,3.1166666666666667,0.5,126.9080411903881,41.7394314943586,0.06,35.40535466650162,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2005-01-01,7.466666666666666,16.033333333333335,8.166666666666666,32.699999999999996,0.001,0.009666666666666665,0.5,1.0333333333333334,1.0,123.98151892180971,28.017760044368494,0.027448470051109952,43.03000522982361,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2005-04-01,5.900000000000001,23.53333333333333,8.266666666666667,33.4,0.0016666666666666668,0.005,0.5,1.3333333333333333,1.5,128.10854394682713,21.2225747280491,0.030617607778777065,105.8053562875427,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2005-07-01,5.166666666666667,24.433333333333334,8.166666666666666,33.36666666666667,0.001,0.005,0.6333333333333333,1.6666666666666667,200.33333333333334,122.53208260617136,39.9496620970971,0.04033543002857318,24.482871205351373,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2005-10-01,7.433333333333334,25.400000000000002,7.966666666666666,33.03333333333333,0.001,0.005333333333333333,0.5666666666666667,1.5666666666666667,0.5,75.43755291303108,36.17637062532599,0.024216400280627316,88.7911624394496,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2006-01-01,8.433333333333334,16.866666666666664,8.133333333333333,32.76666666666667,0.001,0.005333333333333333,0.6666666666666666,1.866666666666667,1.0,73.87700867618592,36.94186536445095,0.03244557947380126,35.44041237164354,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2006-04-01,6.7,23.96666666666667,8.033333333333333,33.766666666666666,0.0013333333333333333,0.006000000000000001,0.6,2.6999999999999997,0.6666666666666666,42.50061349404071,40.78922423623145,0.04202406972606061,45.722134416839225,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2006-07-01,7.7,25.366666666666664,8.233333333333333,32.96666666666667,0.0016666666666666668,0.004333333333333333,0.8666666666666667,1.0833333333333333,1.0,148.6137078445854,38.552140948902995,0.03319340807917389,33.916879668351214,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2006-10-01,7.1000000000000005,24.566666666666666,7.966666666666666,33.166666666666664,0.001,0.004,0.3333333333333333,2.1,0.5,148.96801284073194,33.42672310893668,0.03620570251493862,84.38237296638226,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2007-01-01,7.3,18.566666666666666,7.966666666666666,33.56666666666666,0.0016666666666666668,0.006000000000000001,0.31666666666666665,1.2,0.6666666666666666,149.52426019277422,73.48135151205105,0.03091013818436721,136.1828950070432,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2007-04-01,5.666666666666667,23.599999999999998,8.233333333333334,34.1,0.0013333333333333333,0.007666666666666666,0.5333333333333333,1.0666666666666667,1.8333333333333333,130.7376486861508,21.57208656376772,0.021622632363176335,89.2471634513492,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2007-07-01,4.333333333333333,24.5,8.200000000000001,33.800000000000004,0.0023333333333333335,0.012333333333333333,0.5666666666666667,1.45,1.1666666666666667,45.34082737986611,27.22894702385696,0.04208722480398751,94.80367524410524,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2007-10-01,7.433333333333333,22.53333333333333,8.233333333333333,32.266666666666666,0.002,0.011666666666666667,0.3333333333333333,0.9666666666666667,0.5,84.0651327875157,45.7075952337302,0.06,80.83236100922161,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2008-01-01,8.566666666666666,15.933333333333332,8.1,32.46666666666667,0.001,0.009,0.7000000000000001,2.6333333333333333,1.3333333333333333,125.96453961575892,34.719902758111864,0.037703999734629394,107.28420460073517,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2008-04-01,5.966666666666666,22.3,8.299999999999999,33.833333333333336,0.0023333333333333335,0.008333333333333333,0.5666666666666667,0.9166666666666666,0.5,124.74313009771284,42.62545987802642,0.04064201381879294,95.28735235433571,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2008-07-01,5.0,25.099999999999998,8.299999999999999,33.199999999999996,0.0016666666666666668,0.009333333333333334,0.6666666666666666,1.9000000000000001,0.5,112.20381253967926,35.035819999068394,0.048152148388779195,16.55512949872173,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2008-10-01,6.666666666666667,24.366666666666664,8.333333333333334,32.766666666666666,0.001,0.008333333333333333,0.21666666666666667,3.6,0.5,132.91210210178863,52.344977179938105,0.023633406522122664,121.32449170058975,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2009-01-01,6.8,18.633333333333333,8.166666666666666,33.36666666666667,0.001,0.009333333333333332,1.1666666666666667,3.0,1.0,120.4078097689836,23.66265465355063,0.06,114.50672776928776,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2009-04-01,5.3999999999999995,25.266666666666666,7.966666666666666,32.96666666666667,0.001,0.008,0.7000000000000001,1.2333333333333334,1.1666666666666667,124.22696629429765,51.79649123729099,0.04030529787637334,60.38422788673168,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2009-07-01,6.166666666666667,26.866666666666664,8.333333333333334,32.46666666666667,0.0016666666666666668,0.0033333333333333335,0.5333333333333333,1.2333333333333334,0.5,97.63271335087944,48.91874184155349,0.06,24.883036338337146,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2009-10-01,6.966666666666666,24.133333333333336,8.1,32.699999999999996,0.001,0.007333333333333333,0.39999999999999997,1.5833333333333333,0.5,154.37038451425565,22.11589550280223,0.028708546829973484,84.2139609153021,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2010-01-01,7.8,17.766666666666666,8.0,32.766666666666666,0.001,0.006333333333333333,0.6,1.5166666666666666,0.6666666666666666,104.92299369618655,40.854912009618424,0.06,88.2049816116149,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2010-04-01,6.633333333333333,23.3,7.733333333333333,33.53333333333333,0.001,0.005666666666666667,0.4333333333333333,1.4000000000000001,0.6666666666666666,73.42728209427807,32.63644864896969,0.04961369769591826,57.84309491269957,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2010-07-01,4.966666666666667,26.433333333333337,8.1,33.0,0.0013333333333333333,0.0026666666666666666,0.5666666666666667,0.9666666666666667,0.6666666666666666,93.0150345513445,27.04651580522454,0.045773166033944226,81.66984572718961,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2010-10-01,6.8999999999999995,23.900000000000002,8.1,32.13333333333333,0.0016666666666666668,0.005333333333333333,0.5,1.0333333333333334,0.6666666666666666,107.80368330233068,20.0,0.040771366422337446,132.88872739036233,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2011-01-01,7.8999999999999995,15.066666666666668,7.933333333333334,31.933333333333334,0.001,0.012333333333333333,0.6333333333333333,1.3,0.6666666666666666,154.79009759290963,23.63661451339463,0.03422448615747065,220.0,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2011-04-01,6.266666666666667,24.03333333333333,7.933333333333334,33.13333333333333,0.0016666666666666668,0.0033333333333333335,0.5333333333333333,0.48333333333333334,5.0,118.52062005478224,41.92347602861105,0.05789121192169723,79.90169128768657,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2011-07-01,4.6000000000000005,25.03333333333333,8.1,33.53333333333333,0.0013333333333333333,0.006666666666666667,0.7333333333333333,0.7166666666666667,1.6666666666666667,113.48481233620228,43.42752836808607,0.03940941118032941,88.55754128474753,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2011-10-01,6.933333333333334,22.833333333333332,8.033333333333333,32.6,0.0016666666666666668,0.010333333333333333,0.44999999999999996,2.5,0.5,76.29678013330803,30.862206581980402,0.01834885400591511,46.848365430310025,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2012-01-01,8.1,15.666666666666666,7.866666666666667,31.599999999999998,0.001,0.016,0.11666666666666665,1.0333333333333334,0.5,147.49189064403518,43.47306830802111,0.024974346063991817,55.93746524480062,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2012-04-01,8.6,24.5,7.733333333333333,32.6,0.0013333333333333333,0.004,0.5333333333333333,0.6666666666666666,0.5,97.1816746091815,45.37246573868474,0.035011570721453285,68.38657635821632,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2012-07-01,6.433333333333334,27.266666666666666,7.966666666666666,32.03333333333333,0.0023333333333333335,0.005333333333333333,0.43333333333333335,1.0666666666666667,2.1666666666666665,116.49902493705324,34.85970211226207,0.04191059330988456,140.85696170335387,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2012-10-01,6.833333333333333,23.733333333333334,7.8999999999999995,32.86666666666667,0.0013333333333333333,0.009333333333333332,0.26666666666666666,2.4666666666666663,0.6666666666666666,171.80640769086526,26.02270325543552,0.03669221748153746,115.63362247575108,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
PM11,2013-01-01,8.0,17.433333333333334,7.933333333333334,32.333333333333336,0.0005,0.013,0.2833333333333334,1.3333333333333333,0.5,137.80671658672566,38.352325396226504,0.05827971568489346,212.96851528162057,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
