Station,Station_Name,Quarter,DO,Temperature,pH,Salinity,NH3,PO4,TSS,Coliform,Transparency,COD,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr,X,Y,H2S,BOD5,Alkalinity
NB15,Sau chợ Hạ Long 1- cầu Bài Thơ Hạ Long,2022-10-01,5.9,26.8,8.16,28.9,0.218,0.01,6.2,1.5,0.7,52.33894218111856,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.0079,0.00045,2317218,430394,0.0302295955331349,23.3795045450365,96.37171944146054
NB15,Sau chợ Hạ Long 1- cầu Bài Thơ Hạ Long,2023-01-01,6.13,22.1,8.13,29.3,0.182,0.01,6.3,1.5,0.8,90.67948520275668,0.0005,0.0014,0.0001,0.00045,0.0009,0.00025,0.0113,0.0027,2317218,430394,0.041995905100612,36.26673851825036,132.62420014361362
NB15,Sau chợ Hạ Long 1- cầu Bài Thơ Hạ Long,2023-04-01,5.72,27.3,8.1,29.0,0.206,0.01,23.5,1.5,0.5,155.58321204932386,0.0005,0.0025,0.0001,0.00045,0.00045,0.00025,0.0069,0.00045,2317218,430394,0.0580030765119181,55.82159255970823,168.23414483552935
NB15,Sau chợ Hạ Long 1- cầu Bài Thơ Hạ Long,2023-07-01,5.86,28.5,8.16,28.9,0.226,0.01,6.2,1.5,0.5,48.12628745533652,0.0005,0.0027,0.0001,0.00045,0.00045,0.00025,0.0035,0.00045,2317218,430394,0.0287497011779326,21.863671180298383,90.83664649025566
NB15,Sau chợ Hạ Long 1- cầu Bài Thơ Hạ Long,2023-10-01,5.9,25.8,8.19,29.0,0.167,0.01,6.3,1.5,0.5,50.36370710498615,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.0079,0.00045,2317218,430394,0.0295419047980973,22.671940214960795,93.83414239728812
NB15,Sau chợ Hạ Long 1- cầu Bài Thơ Hạ Long,2024-01-01,6.18,21.8,8.11,29.4,0.187,0.01,6.8,1.0,0.7,20.36513660756508,0.0015,0.0017,0.0001,0.0001,0.0005,0.0001,0.0076,0.0004,2317218,430394,0.0171877228882078,10.999069683474046,40.0
NB15,Sau chợ Hạ Long 1- cầu Bài Thơ Hạ Long,2024-04-01,5.65,26.5,8.12,28.9,0.147,0.01,6.2,1.0,0.6,67.85045916951397,0.0015,0.0013,0.0001,0.0001,0.0005,0.0001,0.0108,0.0003,2317218,430394,0.0353071934922201,28.766573575673576,113.4933631782037
NB15,Sau chợ Hạ Long 1- cầu Bài Thơ Hạ Long,2024-07-01,5.85,26.9,8.17,29.1,0.156,0.069,5.5,1.0,0.6,39.31852706935887,0.0015,0.003,0.0001,0.0001,0.00015,0.0001,0.0436,0.0001,2317218,430394,0.0254754910765499,18.60354873469873,77.50342352561748
NB15,Sau chợ Hạ Long 1- cầu Bài Thơ Hạ Long,2024-10-01,5.78,23.5,8.2,28.8,0.124,0.01,5.4,1.0,0.6,54.32005761277318,0.0015,0.0027,0.0001,0.0001,0.0013,0.0001,0.0287,0.0003,2317218,430394,0.0309089349741231,24.08379931710892,98.82242290535706
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2021-01-01,7.56,22.1,7.75,29.0,0.178,0.01,5.4,1.5,1.0,44.00116638967947,0.0005,0.0012,0.0001,0.00045,0.00045,0.0006,0.0134,0.00045,2317471,431681,0.0272491838601184,20.35322531426519,84.92556887329647
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2021-04-01,6.95,29.2,8.01,29.3,0.167,0.01,4.5,1.5,1.4,70.72408434845383,0.0005,0.0039,0.0001,0.00045,0.0012,0.00025,0.0114,0.0026,2317471,431681,0.0361942037822016,29.73576274714276,116.22949782989772
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2021-07-01,5.82,32.9,8.05,28.3,0.192,0.01,4.7,1.5,1.3,25.79176480064761,0.0005,0.0029,0.0001,0.00045,0.00045,0.00025,0.0087,0.0017,2317471,431681,0.0197964464309013,13.283518607474884,49.69086434573475
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2021-10-01,6.35,25.0,8.02,29.2,0.152,0.01,6.8,1.5,1.2,30.76342309804403,0.0005,0.0029,0.0001,0.00045,0.00045,0.00025,0.0138,0.001,2317471,431681,0.0219978180779238,15.2921341506175,61.318190184360375
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2022-01-01,6.19,20.6,8.08,29.2,0.157,0.01,7.2,1.5,1.0,220.0,0.0005,0.0014,0.0001,0.00045,0.00045,0.00025,0.0095,0.00045,2317471,431681,0.06,60.0,200.0
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2022-04-01,6.11,22.5,8.07,29.1,0.136,0.01,6.9,1.5,0.9,34.30359543372818,0.0005,0.0024,0.0001,0.00045,0.00045,0.00025,0.0085,0.00045,2317471,431681,0.0234788171646523,16.68237058481553,68.50309674903876
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2022-07-01,6.04,29.1,8.05,29.0,0.173,0.01,7.2,1.5,0.8,38.507500896712486,0.0005,0.0028,0.0001,0.00045,0.00045,0.00025,0.0122,0.00045,2317471,431681,0.0251598443621042,18.29635870173057,76.12857686181442
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2022-10-01,6.01,26.4,8.06,28.9,0.144,0.01,7.2,1.5,0.8,220.0,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0094,0.00045,2317471,431681,0.06,60.0,193.47654113285256
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2023-01-01,6.23,21.9,8.06,29.1,0.121,0.01,7.2,1.5,1.1,220.0,0.0005,0.0012,0.0001,0.00045,0.002,0.00025,0.0032,0.0035,2317471,431681,0.06,60.0,200.0
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2023-04-01,6.02,22.9,8.04,29.0,0.142,0.01,6.4,1.5,0.8,36.800284874900086,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.0091,0.00045,2317471,431681,0.0244865399018269,17.645418311494023,73.13733484698633
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2023-07-01,5.95,28.0,8.08,28.9,0.158,0.01,6.7,1.5,0.9,59.89781056490288,0.0005,0.0023,0.0001,0.00045,0.00045,0.00025,0.0117,0.00045,2317471,431681,0.0327700390237607,26.03975138295077,105.27004172847876
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2023-10-01,5.98,25.1,8.1,29.0,0.083,0.01,6.2,1.5,0.8,92.11774928236402,0.0005,0.0017,0.0001,0.00045,0.00045,0.00025,0.0088,0.00045,2317471,431681,0.042393085715183,36.72552991777504,133.66222203762038
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2024-01-01,6.15,21.6,8.04,29.0,0.107,0.01,6.5,1.0,1.0,213.62774200242663,0.0015,0.0014,0.0001,0.0001,0.0013,0.0001,0.0084,0.0009,2317471,431681,0.06,60.0,189.1479057762237
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2024-04-01,5.98,24.4,8.01,28.9,0.122,0.01,6.9,1.0,0.9,41.16193985516453,0.0015,0.0016,0.0001,0.0001,0.0014,0.0001,0.009,0.0006,2317471,431681,0.0261833604449541,19.2970899473492,80.5257168628705
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2024-07-01,5.92,26.0,8.08,28.9,0.127,0.062,6.1,1.0,0.9,64.53514905132616,0.0015,0.0028,0.0001,0.0001,0.00015,0.0001,0.003,0.0001,2317471,431681,0.0342648663581316,27.638084491399884,110.1888861623156
NB16,Ven bờ khu vực Bến Đoan- Hạ Long,2024-10-01,5.92,23.3,8.05,29.0,0.116,0.01,6.1,1.0,0.8,119.9802606746772,0.0015,0.0031,0.0001,0.0001,0.0008,0.0001,0.0394,0.0002,2317471,431681,0.0496529833045143,45.357537505688086,151.09350304246976
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2021-01-01,7.82,21.6,7.71,29.5,0.32,0.01,12.2,1.5,0.7,97.47449921326736,0.0005,0.0008,0.0001,0.00045,0.00045,0.00025,0.0132,0.00045,2317257,432137,0.043850931172988,38.4218292655206,137.39064297866474
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2021-04-01,5.68,28.6,8.02,30.6,0.229,0.01,11.8,1.5,0.9,59.61129406450717,0.0005,0.0036,0.0001,0.00045,0.00045,0.00025,0.0115,0.0011,2317257,432137,0.0326761831960752,25.94019916054266,104.95375715079604
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2021-07-01,5.51,30.7,8.06,30.1,0.218,0.01,13.2,1.5,0.8,69.04763391869083,0.0005,0.0026,0.0001,0.00045,0.00045,0.00025,0.0144,0.001,2317257,432137,0.0356785283713536,29.171329373766152,114.64708141935836
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2021-10-01,5.94,25.0,8.03,30.5,0.213,0.01,11.5,1.5,0.7,32.53141153650125,0.0005,0.0026,0.0001,0.00045,0.00045,0.00025,0.0139,0.00045,2317257,432137,0.022745539386409,15.990234426384356,65.00416766520073
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2022-01-01,6.06,22.8,8.03,30.4,0.287,0.01,11.8,1.5,0.6,64.81376293082434,0.0005,0.0008,0.0001,0.00045,0.00045,0.0003,0.0132,0.00045,2317257,432137,0.0343532774688028,27.733362404050315,110.4730502410134
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2022-04-01,6.0,26.8,8.01,30.2,0.226,0.01,11.3,1.5,0.5,63.71430255306712,0.0005,0.0019,0.0001,0.00045,0.00045,0.00025,0.0127,0.00045,2317257,432137,0.0340034954752578,27.35689584482884,109.3445003996418
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2022-07-01,5.92,28.7,8.07,30.1,0.015,0.01,13.1,1.5,0.5,86.20565964362667,0.0005,0.0023,0.0001,0.00045,0.00045,0.00025,0.0102,0.00045,2317257,432137,0.0407439481476914,34.83013199180849,129.28679558505024
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2022-10-01,5.95,26.4,8.01,30.0,0.015,0.01,11.3,1.5,0.5,53.47397599672144,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0102,0.00045,2317257,432137,0.0306200463307874,23.7836569776956,97.78691124723936
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2023-01-01,6.01,23.2,8.07,30.6,0.015,0.01,11.6,1.5,0.5,99.67249144489288,0.0005,0.0013,0.0001,0.00045,0.00045,0.00025,0.008,0.00045,2317257,432137,0.0444397612177396,39.11239032262773,138.86154090180557
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2023-04-01,5.88,24.5,8.02,30.0,0.108,0.01,12.6,1.5,0.5,138.38800108709086,0.0005,0.0025,0.0001,0.00045,0.00045,0.00025,0.0096,0.00045,2317257,432137,0.054078586667863,50.83574511300606,160.50863271279314
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2023-07-01,5.86,27.7,8.05,30.1,0.174,0.01,12.4,1.5,0.6,82.28592843467514,0.0005,0.0017,0.0001,0.00045,0.00045,0.00025,0.0098,0.00045,2317257,432137,0.0396254212600958,33.55908904636794,126.21717310673864
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2023-10-01,5.9,23.8,8.06,30.1,0.134,0.01,12.3,1.5,0.5,92.68934027260498,0.0005,0.0022,0.0001,0.00045,0.00045,0.00025,0.0117,0.00045,2317257,432137,0.0425502393300452,36.90746055404663,134.07025633596814
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2024-01-01,6.08,18.9,8.05,30.7,0.152,0.01,11.2,1.0,0.6,77.33764613801344,0.0015,0.0017,0.0001,0.0001,0.0005,0.0001,0.0112,0.001,2317257,432137,0.0381823190587456,31.936946733190368,122.12621390311467
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2024-04-01,5.94,24.3,8.0,29.9,0.144,0.01,12.3,1.0,0.5,74.8883588967038,0.0015,0.0018,0.0001,0.0001,0.0005,0.0001,0.0112,0.001,2317257,432137,0.0374543136475425,31.12634556930384,120.00337572365656
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2024-07-01,5.8,28.2,8.03,30.0,0.121,0.01,11.7,1.0,0.7,48.34642194432352,0.0015,0.0027,0.0001,0.0001,0.00015,0.0001,0.0233,0.0001,2317257,432137,0.0288282913244984,21.94352496334772,91.1376786582861
NB17,Ven bờ khu vực cột 5- phường Hồng Hà- TP Hạ Long,2024-10-01,5.81,23.4,8.06,30.0,0.093,0.01,10.2,1.0,0.7,90.72839720231951,0.0015,0.0031,0.0001,0.0001,0.0013,0.0001,0.036,0.0001,2317257,432137,0.0420094536794617,36.28236486540586,132.65977046693232
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2021-01-01,7.37,21.4,7.64,29.8,0.056,0.01,8.7,1.5,0.7,70.59451007888102,0.0005,0.0012,0.0001,0.00045,0.00045,0.00025,0.001,0.00045,2316544,435609,0.0361545232111187,29.69223394199984,116.10853606346042
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2021-04-01,5.76,29.4,8.09,30.3,0.015,0.01,9.8,1.5,0.9,220.0,0.0005,0.0039,0.0001,0.00045,0.0009,0.00025,0.0075,0.0009,2316544,435609,0.06,60.0,200.0
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2021-07-01,5.57,30.9,8.13,30.0,0.015,0.01,12.4,1.5,0.8,194.4226988673854,0.0005,0.0035,0.0001,0.00045,0.00045,0.00025,0.0091,0.00045,2316544,435609,0.06,60.0,182.93419609900968
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2021-10-01,5.92,25.1,8.07,30.3,0.015,0.01,12.4,1.5,0.7,94.62539111733004,0.0005,0.0029,0.0001,0.00045,0.00045,0.00025,0.0091,0.00045,2316544,435609,0.0430796683146901,37.522016663853925,135.43386210226004
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2022-01-01,6.01,22.6,8.02,30.2,0.087,0.01,12.4,1.5,0.6,47.14495407558655,0.0005,0.001,0.0001,0.00045,0.00045,0.00025,0.0077,0.00045,2316544,435609,0.0283975836103055,21.50679256776853,89.4777116122093
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2022-04-01,5.95,26.6,8.0,30.1,0.061,0.01,12.5,1.5,0.5,38.14434285146612,0.0005,0.0022,0.0001,0.00045,0.00045,0.00025,0.0091,0.00045,2316544,435609,0.0250176404576587,18.158385593655275,75.50354112066329
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2022-07-01,5.9,28.8,8.02,30.0,0.015,0.01,12.4,1.5,0.5,154.20148923853526,0.0005,0.0028,0.0001,0.00045,0.00045,0.00025,0.0079,0.00045,2316544,435609,0.0576943924896157,55.4252089504177,167.64571812355462
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2022-10-01,5.87,26.7,8.0,30.0,0.015,0.01,12.5,1.5,0.5,87.81911942264787,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0115,0.00045,2316544,435609,0.0411984032124049,35.349926193506334,130.50996900588555
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2023-01-01,6.12,23.0,8.04,30.4,0.015,0.01,12.5,1.5,0.5,100.19394447617236,0.0005,0.0014,0.0001,0.00045,0.00045,0.00025,0.0092,0.00045,2316544,435609,0.0445786871958603,39.27576784155803,139.20573613566444
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2023-04-01,6.01,25.0,8.03,30.2,0.077,0.01,7.2,1.5,0.6,25.99813598625068,0.0005,0.0022,0.0001,0.00045,0.00045,0.00025,0.0074,0.00045,2316544,435609,0.0198910454409623,13.368358236542042,50.21656052103229
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2023-07-01,5.97,27.9,8.06,30.0,0.095,0.01,11.2,1.5,0.6,131.4135073933326,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.0076,0.00045,2316544,435609,0.0524313796633427,48.77847733813418,157.09753926232725
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2023-10-01,6.02,24.0,8.07,30.1,0.081,0.01,11.2,1.5,0.7,98.64319064645387,0.0005,0.0018,0.0001,0.00045,0.00045,0.00025,0.0086,0.00045,2316544,435609,0.0441646738178019,38.78939204356733,138.1768135285745
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2024-01-01,6.16,18.6,8.02,30.3,0.105,0.01,12.4,1.0,0.6,38.19018767879718,0.0015,0.0019,0.0001,0.0001,0.0005,0.0001,0.0082,0.0009,2316544,435609,0.0250356220939208,18.175817750109456,75.58277262342088
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2024-04-01,6.08,24.8,8.01,30.1,0.108,0.01,6.4,1.0,0.6,56.261651184604034,0.0015,0.0017,0.0001,0.0001,0.0005,0.0001,0.0082,0.0009,2316544,435609,0.0315651269527819,24.769046401865243,101.13900770200205
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2024-07-01,5.91,28.0,8.01,29.9,0.074,0.01,12.4,1.0,0.8,87.87068311689521,0.0015,0.003,0.0001,0.0001,0.00015,0.0001,0.02,0.0001,2316544,435609,0.0412128713153513,35.366506172202314,130.54868817426075
NB18,Lạch Hạm Nam Cầu Trắng- TP Hạ Long,2024-10-01,5.95,23.6,8.07,30.0,0.081,0.01,10.9,1.0,0.6,77.30536144020533,0.0015,0.0035,0.0001,0.0001,0.0003,0.0001,0.0158,0.0002,2316544,435609,0.0381727838107996,31.926295900618047,122.09867193424977
NB19,Lạch Lộ Phong- TP Hạ Long,2021-01-01,7.82,20.7,7.71,29.9,0.005,0.01,12.8,1.5,0.9,62.72585687036855,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0036,0.00045,2316498,443279,0.0336869556589978,27.017325172208647,108.3131525678578
NB19,Lạch Lộ Phong- TP Hạ Long,2021-04-01,6.03,28.9,8.13,30.4,0.052,0.01,6.2,1.5,1.4,70.3295230391632,0.0005,0.0036,0.0001,0.00045,0.0021,0.00025,0.0231,0.00045,2316498,443279,0.0360732828578198,29.60316487548324,115.86046927736156
NB19,Lạch Lộ Phong- TP Hạ Long,2021-07-01,6.09,31.1,8.1,30.5,0.057,0.01,6.7,1.5,1.5,64.27349927884836,0.0005,0.003,0.0001,0.00045,0.00045,0.00025,0.0173,0.00045,2316498,443279,0.0341816986255119,27.548532452598096,109.9209048717246
NB19,Lạch Lộ Phong- TP Hạ Long,2021-10-01,6.09,25.4,8.1,30.5,0.063,0.01,7.6,1.5,1.1,82.14300306243554,0.0005,0.0026,0.0001,0.00045,0.00045,0.00025,0.028,0.00045,2316498,443279,0.0395842364767217,33.512515856261835,126.10250048409874
NB19,Lạch Lộ Phong- TP Hạ Long,2022-01-01,6.15,23.0,8.04,30.4,0.015,0.01,7.6,1.5,0.9,182.77660101781524,0.0005,0.0019,0.0001,0.00045,0.00045,0.00025,0.0065,0.00045,2316498,443279,0.06,60.0,178.85967891972626
NB19,Lạch Lộ Phong- TP Hạ Long,2022-04-01,6.06,26.3,8.02,30.3,0.015,0.01,7.4,1.5,0.7,15.792221633663209,0.0005,0.0026,0.0001,0.00045,0.00045,0.00025,0.0148,0.00045,2316498,443279,0.0147622842458817,8.976923023708625,40.0
NB19,Lạch Lộ Phong- TP Hạ Long,2022-07-01,6.01,29.3,8.08,30.2,0.074,0.01,7.8,1.5,0.6,64.86580088061794,0.0005,0.0031,0.0001,0.00045,0.00045,0.00025,0.0115,0.00045,2316498,443279,0.0343697734656517,27.75114874284528,110.52598941961264
NB19,Lạch Lộ Phong- TP Hạ Long,2022-10-01,5.97,26.9,8.04,30.0,0.015,0.01,7.2,1.5,0.7,83.34469572272546,0.0005,0.0019,0.0001,0.00045,0.00045,0.00025,0.0168,0.00045,2316498,443279,0.0399296210205667,33.90359105515592,127.06049685489788
NB19,Lạch Lộ Phong- TP Hạ Long,2023-01-01,6.23,22.8,8.06,30.6,0.015,0.01,7.6,1.5,0.8,89.60749517105783,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0145,0.00045,2316498,443279,0.0416982233972076,35.92383269240403,131.83975958748397
NB19,Lạch Lộ Phong- TP Hạ Long,2023-04-01,6.32,25.2,8.06,30.7,0.015,0.01,4.4,1.5,1.8,59.764814809842846,0.0005,0.0024,0.0001,0.00045,0.00045,0.00025,0.0117,0.00045,2316498,443279,0.032726495339753,25.99355298928953,105.1234167471484
NB19,Lạch Lộ Phong- TP Hạ Long,2023-07-01,6.06,27.5,8.04,30.2,0.087,0.01,7.6,1.5,0.8,25.807513178286747,0.0005,0.0023,0.0001,0.00045,0.00045,0.00025,0.011,0.00045,2316498,443279,0.0198036760632993,13.289997598466185,49.7311287008567
NB19,Lạch Lộ Phong- TP Hạ Long,2023-10-01,6.12,23.6,8.05,30.3,0.078,0.01,7.4,1.5,0.8,91.36338301513432,0.0005,0.0026,0.0001,0.00045,0.00045,0.00025,0.0094,0.00045,2316498,443279,0.0421850786164116,36.48507598404721,133.1198193485644
NB19,Lạch Lộ Phong- TP Hạ Long,2024-01-01,6.16,18.1,8.05,30.5,0.096,0.01,7.5,1.0,0.9,213.45326107015995,0.0015,0.0024,0.0001,0.0001,0.0005,0.0001,0.009,0.0014,2316498,443279,0.06,60.0,189.0940085665674
NB19,Lạch Lộ Phong- TP Hạ Long,2024-04-01,6.24,25.0,8.02,30.6,0.095,0.01,4.8,1.0,1.6,29.54187927105559,0.0015,0.002,0.0001,0.0001,0.0005,0.0001,0.009,0.0014,2316498,443279,0.021471076282525,14.80509076034424,58.64554380335449
NB19,Lạch Lộ Phong- TP Hạ Long,2024-07-01,6.12,27.8,8.07,30.0,0.062,0.01,7.4,1.0,0.8,126.44093835762084,0.0015,0.0032,0.0001,0.0001,0.00015,0.0001,0.003,0.0001,2316498,443279,0.0512354433684357,47.29831172243046,154.5531205479275
NB19,Lạch Lộ Phong- TP Hạ Long,2024-10-01,6.04,25.2,8.09,30.1,0.044,0.01,5.3,1.0,1.0,61.35818334799069,0.0015,0.0018,0.0001,0.0001,0.00015,0.0002,0.001,0.0001,2316498,443279,0.0332456464409917,26.545692303808185,106.85899107508423
NB20,Cảng Km 6 - TP Cẩm Phả,2021-01-01,6.62,23.5,8.04,28.7,0.015,0.01,7.4,1.5,0.9,72.15091765107735,0.0005,0.0008,0.0001,0.00045,0.0018,0.001,0.0083,0.00045,2322174,447656,0.0366292395361396,30.21403599894707,117.54702616684612
NB20,Cảng Km 6 - TP Cẩm Phả,2021-04-01,6.92,26.5,8.08,27.7,0.015,0.021,6.2,1.5,1.3,39.54606942802352,0.0005,0.0015,0.0001,0.00045,0.0018,0.00025,0.0151,0.00045,2322174,447656,0.025563577944759,18.68950443793385,77.88405957184204
NB20,Cảng Km 6 - TP Cẩm Phả,2021-07-01,6.92,26.5,8.08,27.7,0.015,0.01,5.6,1.5,1.3,61.13790216410391,0.0005,0.0018,0.0001,0.00045,0.00045,0.00025,0.0127,0.00045,2322174,447656,0.0331741999604,26.46953314742669,106.62175310576494
NB20,Cảng Km 6 - TP Cẩm Phả,2021-10-01,6.22,24.8,8.06,27.8,0.015,0.01,6.1,1.5,1.1,164.7284593625184,0.0005,0.0018,0.0001,0.00045,0.00045,0.00025,0.0133,0.00045,2322174,447656,0.06,58.42765550903975,172.00178378795837
NB20,Cảng Km 6 - TP Cẩm Phả,2022-01-01,6.11,19.3,8.08,27.9,0.015,0.01,7.2,1.5,0.9,106.62001523387228,0.0005,0.0011,0.0001,0.00045,0.00045,0.00025,0.0095,0.00045,2322174,447656,0.0462675321415819,41.27541944815595,143.30620967950827
NB20,Cảng Km 6 - TP Cẩm Phả,2022-04-01,6.02,23.2,8.06,27.6,0.015,0.027,7.8,1.5,0.7,214.0964242776476,0.0005,0.0019,0.0001,0.00045,0.00045,0.00025,0.0123,0.00045,2322174,447656,0.06,60.0,189.2924642163977
NB20,Cảng Km 6 - TP Cẩm Phả,2022-07-01,5.96,27.3,8.04,27.4,0.015,0.031,8.3,1.5,0.5,152.92285191796367,0.0005,0.0014,0.0001,0.00045,0.00045,0.00025,0.0088,0.00045,2322174,447656,0.0574077466607017,55.057761245579954,167.09647555910774
NB20,Cảng Km 6 - TP Cẩm Phả,2022-10-01,5.9,25.7,8.0,27.2,0.015,0.01,8.2,1.5,0.5,97.7302199971936,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0095,0.00045,2322174,447656,0.0439197096610771,38.50233090385756,137.56346715718306
NB20,Cảng Km 6 - TP Cẩm Phả,2023-01-01,6.15,20.8,8.05,28.0,0.034,0.01,6.5,1.5,0.7,215.6107438313852,0.0005,0.0013,0.0001,0.00045,0.00045,0.00025,0.0081,0.00045,2322174,447656,0.06,60.0,189.75738104671169
NB20,Cảng Km 6 - TP Cẩm Phả,2023-04-01,5.96,23.7,8.02,27.5,0.015,0.01,7.7,1.5,0.5,97.72467778184512,0.0005,0.0017,0.0001,0.00045,0.00045,0.00025,0.0111,0.00045,2322174,447656,0.0439182197978164,38.50058664807691,137.55972634953196
NB20,Cảng Km 6 - TP Cẩm Phả,2023-07-01,5.88,27.1,8.0,27.3,0.041,0.01,7.6,1.5,0.5,123.72259454491711,0.0005,0.0011,0.0001,0.00045,0.00045,0.00025,0.0092,0.00045,2322174,447656,0.0505736757350049,46.484217521664135,153.11952707188237
NB20,Cảng Km 6 - TP Cẩm Phả,2023-10-01,5.94,24.3,8.01,27.5,0.052,0.01,6.7,1.5,0.5,62.55872526907124,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0126,0.00045,2322174,447656,0.0336332359148344,26.959802776868287,108.13716185861166
NB20,Cảng Km 6 - TP Cẩm Phả,2024-01-01,6.12,20.6,8.04,28.1,0.061,0.01,6.3,1.0,0.6,77.96818607175615,0.0015,0.0019,0.0001,0.0001,0.0012,0.0001,0.0128,0.0006,2322174,447656,0.0383682288011042,32.144785275545814,122.6618326343682
NB20,Cảng Km 6 - TP Cẩm Phả,2024-04-01,5.87,24.2,8.05,27.4,0.071,0.01,7.2,1.0,0.5,49.05917767399397,0.0015,0.0017,0.0001,0.0001,0.0014,0.0001,0.0108,0.0004,2322174,447656,0.0290817710835304,22.20157758714941,92.10304706798892
NB20,Cảng Km 6 - TP Cẩm Phả,2024-07-01,5.82,27.2,7.99,27.1,0.035,0.022,7.2,1.0,0.5,136.4603498622043,0.0015,0.0017,0.0002,0.0001,0.00015,5e-05,0.0223,0.0003,2322174,447656,0.0536267260376483,50.2692752989334,159.58335738379412
NB20,Cảng Km 6 - TP Cẩm Phả,2024-10-01,5.88,25.0,8.07,27.7,0.01,0.01,6.4,1.0,0.5,36.65025007921316,0.0015,0.0009,0.0001,0.0001,0.00015,0.0006,0.001,0.0001,2322174,447656,0.0244267742050702,17.58792500928701,72.86785507540537
NB21,Cảng Vũng Đục - TP Cẩm Phả,2021-01-01,7.2,21.4,7.86,30.2,0.015,0.01,6.8,1.5,1.1,120.34552642719233,0.0005,0.0009,0.0001,0.00045,0.00045,0.0014,0.0088,0.00045,2321985,452827,0.0497433496334368,45.46781374306922,151.29401369670646
NB21,Cảng Vũng Đục - TP Cẩm Phả,2021-04-01,6.84,27.7,8.11,30.4,0.015,0.026,7.3,1.5,1.4,66.70873330629466,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0089,0.00045,2321985,452827,0.0349505969486806,28.379224351253715,112.37395769979362
